Index,Title,Link,Year,Certification,Runtime,Genres,Rating,Description,Gross,Director,Stars
537,Damien: Omen II,https://www.imdb.com/title/tt0077394/,1978,,107,"Drama, Horror",6.3,"Damien the Antichrist, now about to turn thirteen years old, finally learns of his destiny under the guidance of an unholy disciple of Satan. Meanwhile dark forces begin to eliminate all those who suspect the child's true identity.","3,880,880","Don Taylor, Mike Hodges","William Holden, Lee Grant, Jonathan Scott-Taylor, Robert Foxworth"
538,Return of the Living Dead III,https://www.imdb.com/title/tt0107953/,1993,R,97,Horror,5.9,"Having recently witnessed the horrific results of a top secret project to bring the dead back to life, a distraught youth performs the operation on his girlfriend after she's killed in a motorcycle accident.","54,207",Brian Yuzna,"Kent McCord, James T. Callahan, Sarah Douglas, Melinda Clarke"
539,Halloween 5: The Revenge of Michael Myers,https://www.imdb.com/title/tt0097474/,1989,,96,"Horror, Thriller",5.2,Halloween 4: The Return of Michael Myers,"11,642,254",Dominique Othenin-Girard,"Donald Pleasence, Danielle Harris, Ellie Cornell, Beau Starr"
540,V/H/S/2,https://www.imdb.com/title/tt2450186/,2013,R,96,"Horror, Thriller",6.0,"Searching for a missing student, two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette, they realize there may be dark motives behind the student's disappearance.","21,833","Simon Barrett, Jason Eisener, Gareth Evans, Gregg Hale, Eduardo SÃ¡nchez, Timo Tjahjanto, Adam Wingard","Lawrence Michael Levine, Kelsy Abbott, Adam Wingard, Hannah Hughes"
541,Frankenstein,https://www.imdb.com/title/tt4086032/,2015,R,89,"Horror, Sci-Fi, Thriller",5.1,A married couple of scientists create a modern-day monster.,,Bernard Rose,"Xavier Samuel, Carrie-Anne Moss, Danny Huston, Matthew Jacobs"
542,Santa Sangre,https://www.imdb.com/title/tt0098253/,1989,NC-17,123,"Drama, Horror, Thriller",7.6,"A former circus artist escapes from a mental hospital to rejoin his armless mother - the leader of a strange religious cult - and is forced to enact brutal murders in her name as he becomes ""her arms"".",,Alejandro Jodorowsky,"Axel Jodorowsky, Blanca Guerra, Guy Stockwell, Thelma Tixou"
543,Open Water,https://www.imdb.com/title/tt0374102/,2003,R,79,"Adventure, Drama, Horror",5.7,Based on the true story of two scuba divers accidentally stranded in shark infested waters after their tour boat has left.,"30,610,863",Chris Kentis,"Blanchard Ryan, Daniel Travis, Saul Stein, Michael E. Williamson"
544,Firestarter,https://www.imdb.com/title/tt0087262/,1984,,114,"Action, Horror, Sci-Fi",6.1,A couple who participated in a potent medical experiment gain telekinetic ability and then have a child who is pyrokinetic.,"15,100,000",Mark L. Lester,"Drew Barrymore, David Keith, Freddie Jones, Heather Locklear"
545,Shadow of the Vampire,https://www.imdb.com/title/tt0189998/,2000,R,92,"Drama, Horror",6.9,Max Schreck,"8,293,784",E. Elias Merhige,"John Malkovich, Willem Dafoe, Udo Kier, Cary Elwes"
546,Raising Cain,https://www.imdb.com/title/tt0105217/,1992,R,92,"Crime, Drama, Horror",6.1,"The oncologist wife of a prominent child psychologist suspects her husband has an unhealthy scientific obsession with their child, unaware of what - or who - is really going on inside his head.","21,370,057",Brian De Palma,"John Lithgow, Lolita Davidovich, Steven Bauer, Frances Sternhagen"
547,The Seventh Sign,https://www.imdb.com/title/tt0096073/,1988,,97,"Drama, Fantasy, Horror",5.9,"Abby Quinn is eagerly awaiting childbirth but is haunted by dreams where she suffers a miscarriage. When she decides to rent a room to a mysterious stranger, she realizes a chain of events that will unleash the end of humanity.","18,875,011",Carl Schultz,"Demi Moore, Michael Biehn, JÃ¼rgen Prochnow, Peter Friedman"
548,The House on Sorority Row,https://www.imdb.com/title/tt0085694/,1982,,91,"Horror, Mystery, Thriller",6.0,"After a seemingly innocent prank goes horribly wrong, a group of sorority sisters are stalked and murdered one by one in their sorority house while throwing a party to celebrate their graduation.","1,292,888",Mark Rosman,"Kate McNeil, Eileen Davidson, Janis Ward, Robin Meloy"
549,Black Water,https://www.imdb.com/title/tt0816436/,2007,R,90,"Action, Adventure, Drama",5.9,A terrifying tale of survival in the mangrove swamps of Northern Australia,,"David Nerlich, Andrew Traucki","Diana Glenn, Maeve Dermody, Andy Rodoreda, Ben Oxenbould"
550,The Pit and the Pendulum,https://www.imdb.com/title/tt0100369/,1991,R,97,"Horror, Romance",6.0,"Horror film set in 1492 Toledo, Spain, depicting the cruel deeds of a monk named Torquemada, Grand Inquisitor of the Spanish Inquisition.","3,331",Stuart Gordon,"Lance Henriksen, Stephen Lee, William Norris, Mark Margolis"
551,Skinwalker Ranch,https://www.imdb.com/title/tt2881698/,2013,R,86,"Horror, Mystery, Sci-Fi",5.1,A scientific research team investigates and documents the supernatural phenomena surrounding the disappearance of a cattle ranchers 10 year old son. Inspired by true events that shocked the paranormal community around the world.,,"Devin McGinn, Steve Berg","Britani Bateman Underwood, Taylor Bateman, Steve Berg, Michael Black"
552,Paranormal Activity: The Marked Ones,https://www.imdb.com/title/tt2473682/,2014,R,84,"Horror, Mystery, Thriller",5.0,"When a young man becomes the target of a malevolent entity, he must uncover its true intentions before it takes complete control of him.","32,462,372",Christopher Landon,"Andrew Jacobs, Jorge Diaz, Gabrielle Walsh, Gloria Sandoval"
553,Night of the Creeps,https://www.imdb.com/title/tt0091630/,1986,,88,"Comedy, Horror, Sci-Fi",6.8,"Alien brain parasites, entering humans through the mouth, turn their host into a killing zombie. Some teenagers start to fight against them.","591,366",Fred Dekker,"Jason Lively, Tom Atkins, Steve Marshall, Jill Whitlow"
554,Pet,https://www.imdb.com/title/tt1183374/,2016,R,94,"Horror, Thriller",5.7,A man bumps into an old crush and holds her captive underneath the animal shelter where he works.,"8,004",Carles Torrens,"Dominic Monaghan, Ksenia Solo, Jennette McCurdy, Da'Vone McDonald"
555,Ghost Story,https://www.imdb.com/title/tt0082449/,1981,,110,"Drama, Horror, Thriller",6.3,"Two generations of men find themselves haunted by the presence of a spectral woman. When the son of one of the elderly men returns to his hometown after his brother's mysterious death, they attempt to unravel her story.","23,371,905",John Irvin,"Craig Wasson, Alice Krige, Fred Astaire, John Houseman"
556,Red Lights,https://www.imdb.com/title/tt1748179/,2012,R,114,"Drama, Fantasy, Horror",6.2,"Psychologist Margaret Matheson and her assistant study paranormal activity, which leads them to investigate a world-renowned psychic who has resurfaced years after his toughest critic mysteriously passed away.","52,624",Rodrigo CortÃ©s,"Sigourney Weaver, Robert De Niro, Cillian Murphy, Elizabeth Olsen"
557,La montagna del dio cannibale,https://www.imdb.com/title/tt0077945/,1978,,99,"Adventure, Horror",5.3,"A girl and her brother fly to New Guinea to look for a lost expedition, led by her husband, which has vanished in the great jungle.",,Sergio Martino,"Ursula Andress, Stacy Keach, Claudio Cassinelli, Antonio Marsina"
558,The Company of Wolves,https://www.imdb.com/title/tt0087075/,1984,,95,"Drama, Fantasy, Horror",6.7,"A teenage girl in a country manor falls asleep while reading a magazine, and has a disturbing dream involving wolves prowling the woods below her bedroom window.","4,389,334",Neil Jordan,"Sarah Patterson, Angela Lansbury, David Warner, Graham Crowden"
559,Fright Night Part 2,https://www.imdb.com/title/tt0097390/,1988,,104,"Comedy, Horror, Thriller",5.9,"Charley Brewster and Peter Vincent must face more vampires, out for revenge.","2,983,784",Tommy Lee Wallace,"William Ragsdale, Roddy McDowall, Traci Lind, Julie Carmen"
560,The Fly II,https://www.imdb.com/title/tt0097368/,1989,,105,"Drama, Horror, Sci-Fi",5.0,"The almost-human son of ""Brundlefly"" searches for a cure to his mutated genes while being monitored by a nefarious corporation that wishes to continue his father's experiments.","20,021,322",Chris Walas,"Eric Stoltz, Daphne Zuniga, Lee Richardson, John Getz"
561,The Hidden,https://www.imdb.com/title/tt0093185/,1987,,97,"Horror, Sci-Fi, Thriller",7.0,Law abiding people suddenly become violent criminals. A cop and an FBI agent race for answers in this sci-fi thriller.,"9,747,988",Jack Sholder,"Kyle MacLachlan, Michael Nouri, Claudia Christian, Clarence Felder"
562,Cronos,https://www.imdb.com/title/tt0104029/,1993,R,94,Horror,6.7,"A mysterious device designed to provide its owner with eternal life resurfaces after four hundred years, leaving a trail of destruction in its path.","621,392",Guillermo del Toro,"Federico Luppi, Ron Perlman, Claudio Brook, Margarita Isabel"
563,Screamers,https://www.imdb.com/title/tt0114367/,1995,R,108,"Horror, Sci-Fi, Thriller",6.4,Soldiers attempting to negotiate the end to a long-running war discover the robots they built to assassinate enemy combatants have gained sentience and are plotting against both sides.,"5,781,885",Christian Duguay,"Peter Weller, Roy Dupuis, Jennifer Rubin, Andrew Lauer"
564,A Nightmare on Elm Street: The Dream Child,https://www.imdb.com/title/tt0097981/,1989,,89,"Fantasy, Horror",5.2,"The pregnant Alice finds Freddy Krueger striking through the sleeping mind of her unborn child, hoping to be reborn into the real world.","22,168,359",Stephen Hopkins,"Robert Englund, Lisa Wilcox, Kelly Jo Minter, Danny Hassel"
565,Demon Seed,https://www.imdb.com/title/tt0075931/,1977,,94,"Horror, Sci-Fi",6.3,"A scientist creates Proteus--an organic super computer with artificial intelligence which becomes obsessed with human beings, and in particular the creators wife.",,Donald Cammell,"Julie Christie, Fritz Weaver, Gerrit Graham, Berry Kroeger"
566,Tales from the Hood,https://www.imdb.com/title/tt0114609/,1995,R,98,"Crime, Horror, Thriller",6.3,A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,"11,797,927",Rusty Cundieff,"Clarence Williams III, Corbin Bernsen, Joe Torry, De'aundre Bonds"
567,Tragedy Girls,https://www.imdb.com/title/tt3859272/,2017,R,98,"Comedy, Crime, Horror",6.0,"A twist on the slasher genre, following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small mid-western town into a frenzy, and cement their legacy as modern horror legends.","61,899",Tyler MacIntyre,"Brianna Hildebrand, Alexandra Shipp, Jack Quaid, Kevin Durand"
568,Magic,https://www.imdb.com/title/tt0077889/,1978,,107,"Drama, Horror",6.8,A ventriloquist is at the mercy of his vicious dummy while he tries to renew a romance with his high school sweetheart.,"25,942,000",Richard Attenborough,"Anthony Hopkins, Ann-Margret, Burgess Meredith, Ed Lauter"
569,They're Playing with Fire,https://www.imdb.com/title/tt0088255/,1984,,96,"Crime, Horror, Thriller",5.0,"A married college professor decides to seduce her student, whom she hired as a handyman for her yacht. The hesitant student succumbs to his buxom professor, but their romance is interrupted by her corrupt husband and a masked murderer.",,Howard Avedis,"Sybil Danning, Eric Brown, Andrew Prine, Paul Clemens"
570,Body at Brighton Rock,https://www.imdb.com/title/tt7942746/,2019,R,87,"Horror, Mystery, Thriller",5.3,A park ranger spends the night guarding a potential crime scene on a remote mountain trail.,"5,123",Roxanne Benjamin,"Karina Fontes, Casey Adams, Emily Althaus, Miranda Bailey"
571,Town Creek,https://www.imdb.com/title/tt0450336/,2009,R,90,Horror,5.3,A man and his brother on a mission of revenge become trapped in a harrowing occult experiment dating back to the Third Reich.,,Joel Schumacher,"Henry Cavill, Dominic Purcell, Emma Booth, Michael Fassbender"
572,May,https://www.imdb.com/title/tt0303361/,2002,R,93,"Comedy, Drama, Horror",6.6,A socially awkward veterinary assistant with a lazy eye and obsession with perfection descends into depravity after developing a crush on a boy with perfect hands.,"150,277",Lucky McKee,"Angela Bettis, Jeremy Sisto, Anna Faris, James Duval"
573,Happy Birthday to Me,https://www.imdb.com/title/tt0082498/,1981,,111,"Horror, Mystery, Thriller",6.1,"At the snobby Crawford Academy, Virginia's group of friends start to go missing years after horrible events that happened to her as a child around her birthday.",,J. Lee Thompson,"Melissa Sue Anderson, Glenn Ford, Lawrence Dane, Sharon Acker"
574,Diary of the Dead,https://www.imdb.com/title/tt0848557/,2007,R,95,"Fantasy, Horror, Sci-Fi",5.6,A group of young film students run into real-life zombies while filming a horror movie of their own.,"958,961",George A. Romero,"Michelle Morgan, Joshua Close, Shawn Roberts, Todd Schroeder"
575,Return of the Living Dead: Part II,https://www.imdb.com/title/tt0095990/,1988,,89,"Comedy, Horror, Sci-Fi",5.8,"Curious kids unearth the barrels that previously helped revive the dead, which proves the second time's an undead charm.","9,205,924",Ken Wiederhorn,"James Karen, Thom Mathews, Michael Kenworthy, Thor Van Lingen"
576,D-Tox,https://www.imdb.com/title/tt0160184/,2002,R,96,"Crime, Horror, Mystery",5.3,A lead detective being stalked by a serial killer is asked to check into a clinic treating law enforcement officials who can't face their jobs.,"79,161",Jim Gillespie,"Sylvester Stallone, Charles S. Dutton, Polly Walker, Kris Kristofferson"
577,Wishmaster,https://www.imdb.com/title/tt0120524/,1997,R,90,"Fantasy, Horror",5.8,"A demonic djinn attempts to grant its owner three wishes, which will allow him to summon his brethren to Earth.","15,719,109",Robert Kurtzman,"Tammy Lauren, Andrew Divoff, Robert Englund, Chris Lemmon"
578,The Stepfather,https://www.imdb.com/title/tt0094035/,1987,,89,"Horror, Thriller",6.8,"After murdering his entire family, a man marries a widow with a teenage daughter in another town and prepares to do it all over again.","2,488,740",Joseph Ruben,"Terry O'Quinn, Jill Schoelen, Shelley Hack, Charles Lanyer"
579,Beneath Us,https://www.imdb.com/title/tt5092484/,2019,R,90,"Horror, Thriller",5.2,The American Dream becomes a nightmare for a group of undocumented day laborers hired by a wealthy couple. What they expect to be their biggest payday turns into a terrifying fight for survival.,,Max Pachman,"Lynn Collins, Rigo Sanchez, Josue Aguirre, James Tupper"
580,Bereavement,https://www.imdb.com/title/tt1100051/,2010,R,103,"Crime, Horror, Thriller",5.1,"The horrific account of 6 year old Martin Bristol, abducted from his backyard swing and forced to witness the brutal crimes of a deranged madman.",,Stevan Mena,"Michael Biehn, Alexandra Daddario, Brett Rickaby, Nolan Gerard Funk"
